raceId,url,weather,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy
53,http://en.wikipedia.org/wiki/2006_Bahrain_Grand_Prix,"Fine, Dry and HotAir Temp 23 °C (73 °F)[1]Track Temp 40 °C (104 °F)[1] dropping to 34 °C (93 °F)",1,0,1,0,0
54,http://en.wikipedia.org/wiki/2006_Malaysian_Grand_Prix,"Fine, Air Temp: 33°C, Wind Speed: 1.5 m/s, Humidity: 61%",1,0,0,0,0
55,http://en.wikipedia.org/wiki/2006_Australian_Grand_Prix,"Cloudy, 14.5C (58F)",0,0,0,0,1
56,http://en.wikipedia.org/wiki/2006_San_Marino_Grand_Prix,Sunny,1,0,0,0,0
57,http://en.wikipedia.org/wiki/2006_European_Grand_Prix,not found,0,0,0,0,0
58,http://en.wikipedia.org/wiki/2006_Spanish_Grand_Prix,Sunny,1,0,0,0,0
59,http://en.wikipedia.org/wiki/2006_Monaco_Grand_Prix,Fine,1,0,0,0,0
60,http://en.wikipedia.org/wiki/2006_British_Grand_Prix,Sunny,1,0,0,0,0
61,http://en.wikipedia.org/wiki/2006_Canadian_Grand_Prix,Sunny and warm with temperatures reaching up to 28 °C (82 °F); wind speeds up to 4.1 kilometres per hour (2.5 mph)[1],1,0,0,0,0
62,http://en.wikipedia.org/wiki/2006_United_States_Grand_Prix,"Sunny, hot",1,0,0,0,0
63,http://en.wikipedia.org/wiki/2006_French_Grand_Prix,"Sunny, warm",1,0,0,0,0
64,http://en.wikipedia.org/wiki/2006_German_Grand_Prix,"Sunny, warm",1,0,0,0,0
65,http://en.wikipedia.org/wiki/2006_Hungarian_Grand_Prix,Cool and rainy with temperatures reaching up to 20 °C (68 °F)[1],0,1,0,1,0
66,http://en.wikipedia.org/wiki/2006_Turkish_Grand_Prix,"Sunny, hot",1,0,0,0,0
67,http://en.wikipedia.org/wiki/2006_Italian_Grand_Prix,Warm and sunny with temperatures reaching up to 27 °C (81 °F)[1],1,0,0,0,0
68,http://en.wikipedia.org/wiki/2006_Chinese_Grand_Prix,"Cloudy, wet track that progressively dried up.Rainy during the last few laps.",0,0,0,1,1
69,http://en.wikipedia.org/wiki/2006_Japanese_Grand_Prix,Fine,1,0,0,0,0
70,http://en.wikipedia.org/wiki/2006_Brazilian_Grand_Prix,Temperatures reaching up to 23 °C (73 °F)[1],0,0,0,0,0
71,http://en.wikipedia.org/wiki/2005_Australian_Grand_Prix,"Cool, partly cloudy",0,1,0,0,1
72,http://en.wikipedia.org/wiki/2005_Malaysian_Grand_Prix,"Fine, Air: 34–36°C (93–97°F) and Track: 44–50°C (111–122°F)",1,0,0,0,0
73,http://en.wikipedia.org/wiki/2005_Bahrain_Grand_Prix,"Sunny, 42 °C (108 °F)[1]",1,0,0,0,0
74,http://en.wikipedia.org/wiki/2005_San_Marino_Grand_Prix,Warm and cloudy,1,0,0,0,1
75,http://en.wikipedia.org/wiki/2005_Spanish_Grand_Prix,"Sunny, warm",1,0,0,0,0
76,http://en.wikipedia.org/wiki/2005_Monaco_Grand_Prix,Fine,1,0,0,0,0
77,http://en.wikipedia.org/wiki/2005_European_Grand_Prix,"Partly cloudy, hot and dry",1,0,1,0,1
78,http://en.wikipedia.org/wiki/2005_Canadian_Grand_Prix,Cloudy and hot with temperatures approaching 32.5 °C (90.5 °F); wind speeds up to 5.1 kilometres per hour (3.2 mph)[1] Track 43–47 °C (109–117 °F),1,0,0,0,1
79,http://en.wikipedia.org/wiki/2005_United_States_Grand_Prix,"Cloudy, temperatures up to 77 °F (25 °C); wind speeds up to 11.1 miles per hour (17.9 km/h)[1]",0,0,0,0,1
80,http://en.wikipedia.org/wiki/2005_French_Grand_Prix,"Sunny, Air: 32 °C (90 °F), Track 53 °C (127 °F)",1,0,0,0,0
81,http://en.wikipedia.org/wiki/2005_British_Grand_Prix,"Sunny, Air: 27 °C (81 °F), Track 47 °C (117 °F)",1,0,0,0,0
82,http://en.wikipedia.org/wiki/2005_German_Grand_Prix,"Cloudy with drizzle, but staying dry during the race. Air temp: 24°C.",0,0,1,0,1
83,http://en.wikipedia.org/wiki/2005_Hungarian_Grand_Prix,"Sunny, Air: 34 °C (93 °F), Track 45 °C (113 °F)",1,0,0,0,0
84,http://en.wikipedia.org/wiki/2005_Turkish_Grand_Prix,Sunny; 30°C Air; 45°C Track,1,0,0,0,0
85,http://en.wikipedia.org/wiki/2005_Italian_Grand_Prix,Sunny,1,0,0,0,0
86,http://en.wikipedia.org/wiki/2005_Belgian_Grand_Prix,Wet and dry,0,0,1,1,0
87,http://en.wikipedia.org/wiki/2005_Brazilian_Grand_Prix,"Cloudy, dry, Air: 23 °C (73 °F), Track 22 °C (72 °F)",0,0,1,0,1
88,http://en.wikipedia.org/wiki/2005_Japanese_Grand_Prix,Partially cloudy and dry with temperatures reaching up to 25 °C (77 °F)[1],0,0,1,0,1
89,http://en.wikipedia.org/wiki/2005_Chinese_Grand_Prix,Sunny,1,0,0,0,0
90,http://en.wikipedia.org/wiki/2004_Australian_Grand_Prix,Dry & cloudyAir Temp 20 °C (68 °F),0,0,1,0,1
91,http://en.wikipedia.org/wiki/2004_Malaysian_Grand_Prix,"Dry, light rain at the startAir Temp 34 °C (93 °F)",0,0,1,1,0
92,http://en.wikipedia.org/wiki/2004_Bahrain_Grand_Prix,"Warm, dry and overcast",1,0,1,0,1
93,http://en.wikipedia.org/wiki/2004_San_Marino_Grand_Prix,"Clear, air temp: 22°C",1,0,0,0,0
94,http://en.wikipedia.org/wiki/2004_Spanish_Grand_Prix,Clear,1,0,0,0,0
95,http://en.wikipedia.org/wiki/2004_Monaco_Grand_Prix,Dry and sunny,1,0,1,0,0
96,http://en.wikipedia.org/wiki/2004_European_Grand_Prix,"Cloudy at start, sunny later",1,0,0,0,1
97,http://en.wikipedia.org/wiki/2004_Canadian_Grand_Prix,Clear and mild with temperatures approaching 25 °C (77 °F); wind speeds up to 5.8 kilometres per hour (3.6 mph)[1] Track 35 °C (95 °F)[2],1,0,0,0,0
98,http://en.wikipedia.org/wiki/2004_United_States_Grand_Prix,Fine with temperatures reaching up to 24 °C (75 °F); wind speeds approaching speeds of 17.9 kilometres per hour (11.1 mph)[1],1,0,0,0,0
99,http://en.wikipedia.org/wiki/2004_French_Grand_Prix,Sunny,1,0,0,0,0
100,http://en.wikipedia.org/wiki/2004_British_Grand_Prix,"Cloudy, Air: 17 °C (63 °F), Track 27 °C (81 °F)",0,0,0,0,1
101,http://en.wikipedia.org/wiki/2004_German_Grand_Prix,Sunny,1,0,0,0,0
102,http://en.wikipedia.org/wiki/2004_Hungarian_Grand_Prix,"Warm, dry and sunny, Air: 26 °C (79 °F), Track 42 °C (108 °F)",1,0,1,0,0
103,http://en.wikipedia.org/wiki/2004_Belgian_Grand_Prix,Dry with temperatures reaching up to 15 °C (59 °F)[1],0,0,1,0,0
104,http://en.wikipedia.org/wiki/2004_Italian_Grand_Prix,"Wet track at the start, dry later on",0,0,1,1,0
105,http://en.wikipedia.org/wiki/2004_Chinese_Grand_Prix,Sunny with temperatures reaching up to 27 °C (81 °F)[1],1,0,0,0,0
106,http://en.wikipedia.org/wiki/2004_Japanese_Grand_Prix,Sunny,1,0,0,0,0
107,http://en.wikipedia.org/wiki/2004_Brazilian_Grand_Prix,Dry/Wet,0,0,1,1,0
108,http://en.wikipedia.org/wiki/2003_Australian_Grand_Prix,"Damp at beginning, dry later, cloudy, mild",1,0,1,1,1
109,http://en.wikipedia.org/wiki/2003_Malaysian_Grand_Prix,Fine,1,0,0,0,0
110,http://en.wikipedia.org/wiki/2003_Brazilian_Grand_Prix,Rainy: 20 °C (68 °F),0,0,0,1,0
111,http://en.wikipedia.org/wiki/2003_San_Marino_Grand_Prix,Mostly cloudy with maximum ambient temperatures reaching 13 degrees during the day.,0,0,0,0,1
112,http://en.wikipedia.org/wiki/2003_Spanish_Grand_Prix,Clear,1,0,0,0,0
113,http://en.wikipedia.org/wiki/2003_Austrian_Grand_Prix,Mostly cloudy with isolated showers in the area,0,0,0,1,1
114,http://en.wikipedia.org/wiki/2003_Monaco_Grand_Prix,Fine,1,0,0,0,0
115,http://en.wikipedia.org/wiki/2003_Canadian_Grand_Prix,Partly cloudy and mild with temperatures reaching a maximum of 19.3 °C (66.7 °F); wind speeds up to 12.9 kilometres per hour (8.0 mph)[1],1,0,0,0,1
116,http://en.wikipedia.org/wiki/2003_European_Grand_Prix,Mostly cloudy with maximum ambient temperatures reaching 25 degrees celsius during the day.,0,0,0,0,1
117,http://en.wikipedia.org/wiki/2003_French_Grand_Prix,"Cloudy, Air: 26 °C (79 °F), Track 35 °C (95 °F)",0,0,0,0,1
118,http://en.wikipedia.org/wiki/2003_British_Grand_Prix,"Sunny at start, cloudy later, Air: 24 °C (75 °F), Track 29 °C (84 °F)",1,0,0,0,1
119,http://en.wikipedia.org/wiki/2003_German_Grand_Prix,Fine,1,0,0,0,0
120,http://en.wikipedia.org/wiki/2003_Hungarian_Grand_Prix,"Warm, dry and sunny, 28 °C (82 °F)",1,0,1,0,0
121,http://en.wikipedia.org/wiki/2003_Italian_Grand_Prix,Sunny,1,0,0,0,0
122,http://en.wikipedia.org/wiki/2003_United_States_Grand_Prix,Scattered showers with temperatures up to 69.1 °F (20.6 °C); wind speeds up to 14 miles per hour (23 km/h)[1],0,0,0,1,0
123,http://en.wikipedia.org/wiki/2003_Japanese_Grand_Prix,"Cloudy, Air: 22 °C (72 °F), Track 25 °C (77 °F)",0,0,0,0,1
124,http://en.wikipedia.org/wiki/2002_Australian_Grand_Prix,"Cloudy at start, clearing to sunny skies.",1,0,0,0,1
125,http://en.wikipedia.org/wiki/2002_Malaysian_Grand_Prix,"Partially cloudy, hot and dry",1,0,1,0,1
126,http://en.wikipedia.org/wiki/2002_Brazilian_Grand_Prix,"Clear, Air Temp: 30°C",1,0,0,0,0
127,http://en.wikipedia.org/wiki/2002_San_Marino_Grand_Prix,"Scattered thunderstorms, but remaining dry. Air Temp: 18°C",0,0,1,1,0
128,http://en.wikipedia.org/wiki/2002_Spanish_Grand_Prix,"Clear, Air Temp: 20°C",1,0,0,0,0
129,http://en.wikipedia.org/wiki/2002_Austrian_Grand_Prix,"Clear, Air Temp: 20°C",1,0,0,0,0
130,http://en.wikipedia.org/wiki/2002_Monaco_Grand_Prix,"Fine, Air Temp: 22°C",1,0,0,0,0
131,http://en.wikipedia.org/wiki/2002_Canadian_Grand_Prix,Mostly fine and humid with temperatures reaching a maximum of 24.1 °C (75.4 °F); wind speeds up to 8 kilometres per hour (5.0 mph)[1],1,0,0,0,0
132,http://en.wikipedia.org/wiki/2002_European_Grand_Prix,"Mainly Fine, Air Temp: 18°C",1,0,0,0,0
133,http://en.wikipedia.org/wiki/2002_British_Grand_Prix,"Dry/Wet, Air Temp: 21°C",0,0,1,1,0
134,http://en.wikipedia.org/wiki/2002_French_Grand_Prix,"Warm and sunny, Air Temp: 25°C",1,0,0,0,0
135,http://en.wikipedia.org/wiki/2002_German_Grand_Prix,"Fine, Air Temp: 28°C",1,0,0,0,0
136,http://en.wikipedia.org/wiki/2002_Hungarian_Grand_Prix,"Partially cloudy, hot and sunny, Air Temp: 28 °C (82 °F)[1]",1,0,0,0,1
137,http://en.wikipedia.org/wiki/2002_Belgian_Grand_Prix,"Cloudy, Air: 17 °C (63 °F), Track 25 °C (77 °F)[1]",0,0,0,0,1
138,http://en.wikipedia.org/wiki/2002_Italian_Grand_Prix,"Sunny, hot, dry 23°C",1,0,1,0,0
139,http://en.wikipedia.org/wiki/2002_United_States_Grand_Prix,Sunny with temperatures reaching up to 80.1 °F (26.7 °C); wind speeds approaching a maximum of 10.1 miles per hour (16.3 km/h)[1] Track 93 °F (34 °C),1,0,0,0,0
140,http://en.wikipedia.org/wiki/2002_Japanese_Grand_Prix,"Sunny, Air: 26 °C (79 °F), Track 30 °C (86 °F)",1,0,0,0,0
141,http://en.wikipedia.org/wiki/2001_Australian_Grand_Prix,"Cloudy, sunny later",1,0,0,0,1
142,http://en.wikipedia.org/wiki/2001_Malaysian_Grand_Prix,"Rain and Thunderstorms at start, dry later; Air Temp at start: 32 °C (90 °F)",0,0,1,1,0
143,http://en.wikipedia.org/wiki/2001_Brazilian_Grand_Prix,"Dry first, rain and thunderstorms later; Air temp: 25–30 °C (77–86 °F)[1] Track 27–40 °C (81–104 °F)",0,0,1,1,0
144,http://en.wikipedia.org/wiki/2001_San_Marino_Grand_Prix,"Sunny. Air Temp: 14 °C (57 °F), Track 26 °C (79 °F)",1,0,0,0,0
145,http://en.wikipedia.org/wiki/2001_Spanish_Grand_Prix,"Overcast, Mild, Dry, Air Temp: 18°C",1,0,1,0,1
146,http://en.wikipedia.org/wiki/2001_Austrian_Grand_Prix,"Sunny, Air: 18 to 19 °C (64 to 66 °F), Track 18 to 32 °C (64 to 90 °F)",1,0,0,0,0
147,http://en.wikipedia.org/wiki/2001_Monaco_Grand_Prix,"Warm and Sunny, Air Temp: 23 °C (73 °F), Track 36 to 39 °C (97 to 102 °F)",1,0,0,0,0
148,http://en.wikipedia.org/wiki/2001_Canadian_Grand_Prix,Sunny,1,0,0,0,0
149,http://en.wikipedia.org/wiki/2001_European_Grand_Prix,"Sunny, mild, dry, Air Temp: 21°C",1,0,1,0,0
150,http://en.wikipedia.org/wiki/2001_French_Grand_Prix,Sunny,1,0,0,0,0
151,http://en.wikipedia.org/wiki/2001_British_Grand_Prix,"Partially cloudy, mild, dry, Air Temp: 16 °C (61 °F), Track 27 °C (81 °F)",1,0,1,0,1
152,http://en.wikipedia.org/wiki/2001_German_Grand_Prix,"Partially cloudy, very hot, dry, Air: 28 °C (82 °F), Track: 32 °C (90 °F)",1,0,1,0,1
153,http://en.wikipedia.org/wiki/2001_Hungarian_Grand_Prix,"Hot, dry and partially cloudy",1,0,1,0,1
154,http://en.wikipedia.org/wiki/2001_Belgian_Grand_Prix,"Overcast, mild, dry, Air Temp: 12 to 16 °C (54 to 61 °F)",1,0,1,0,1
155,http://en.wikipedia.org/wiki/2001_Italian_Grand_Prix,"Sunny, partly cloudy, Air: 19 to 20 °C (66 to 68 °F), Track 26 °C (79 °F)",1,0,0,0,1
156,http://en.wikipedia.org/wiki/2001_United_States_Grand_Prix,"Sunny, cool, Air: 19–21 °C (66–70 °F), Track 27 °C (81 °F)",1,1,0,0,0
157,http://en.wikipedia.org/wiki/2001_Japanese_Grand_Prix,"Cloudy, Mild, Dry, Air Temp: 24°C",1,0,1,0,1
158,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix,"Sunny,[2] Air Temp: 20 °C",1,0,0,0,0
159,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix,"Sunny, Air: 22 °C (72 °F), Track: 35 °C (95 °F)",1,0,0,0,0
160,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix,"Overcast, Mild, Dry, 16 °C",1,0,1,0,1
161,http://en.wikipedia.org/wiki/2000_British_Grand_Prix,"Sunny, mild, dry, Air Temp: 10 °C (50 °F)",1,0,1,0,0
162,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix,"Sunny, Mild, Dry",1,0,1,0,0
163,http://en.wikipedia.org/wiki/2000_European_Grand_Prix,"Dry at first, rain later on, Air: 11 °C (52 °F), Track: 12 °C (54 °F)",0,0,1,1,0
164,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix,Sunny,1,0,0,0,0
165,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix,"Cloudy and raining; Air 17 °C (63 °F), Track 21 °C (70 °F)",0,0,0,1,1
166,http://en.wikipedia.org/wiki/2000_French_Grand_Prix,"Sunny, dry, Air Temp: 27°C",1,0,1,0,0
167,http://en.wikipedia.org/wiki/2000_Austrian_Grand_Prix,"Partially cloudy, dry, Air: 17 to 18 °C (63 to 64 °F), Track 18 to 19 °C (64 to 66 °F)",0,0,1,0,1
168,http://en.wikipedia.org/wiki/2000_German_Grand_Prix,"Dry/Wet, Air: 21 °C (70 °F), Track: 21 to 25 °C (70 to 77 °F)",0,0,1,1,0
169,http://en.wikipedia.org/wiki/2000_Hungarian_Grand_Prix,"Partially cloudy, very hot, dry, Air; 32 °C (90 °F), Track 34 to 44 °C (93 to 111 °F)",1,0,1,0,1
170,http://en.wikipedia.org/wiki/2000_Belgian_Grand_Prix,"Wet at start, drying, Air & track temperature; 15 °C (59 °F)",0,0,1,1,0
171,http://en.wikipedia.org/wiki/2000_Italian_Grand_Prix,Sunny with temperatures reaching up to 29 °C (84 °F)[1],1,0,0,0,0
172,http://en.wikipedia.org/wiki/2000_United_States_Grand_Prix,"Cloudy, drying, Air 12 °C (54 °F), Track 14 °C (57 °F)",0,0,1,0,1
173,http://en.wikipedia.org/wiki/2000_Japanese_Grand_Prix,Dry/wet,0,0,1,1,0
174,http://en.wikipedia.org/wiki/2000_Malaysian_Grand_Prix,"Overcast, Very hot, Dry",1,0,1,0,1
175,http://en.wikipedia.org/wiki/1999_Australian_Grand_Prix,Sunny and dry with temperatures reaching up to 19 °C (66 °F)[1],1,0,1,0,0
176,http://en.wikipedia.org/wiki/1999_Brazilian_Grand_Prix,"Sunny, hot, dry 25 °C (77 °F)[1]",1,0,1,0,0
177,http://en.wikipedia.org/wiki/1999_San_Marino_Grand_Prix,"Sunny, mild, dry, 23 °C",1,0,1,0,0
178,http://en.wikipedia.org/wiki/1999_Monaco_Grand_Prix,"Sunny, hot, dry",1,0,1,0,0
179,http://en.wikipedia.org/wiki/1999_Spanish_Grand_Prix,"Cloudy, hot, dry 22 °C (72 °F)[1]",1,0,1,0,1
180,http://en.wikipedia.org/wiki/1999_Canadian_Grand_Prix,Hot with temperatures approaching 31 °C (88 °F); wind speeds up to 5.1 kilometres per hour (3.2 mph)[1] Track 41–43 °C (106–109 °F),1,0,0,0,0
181,http://en.wikipedia.org/wiki/1999_French_Grand_Prix,"Overcast, mild, dry at first, rain later on",1,0,1,1,1
182,http://en.wikipedia.org/wiki/1999_British_Grand_Prix,"Sunny, mild, dry",1,0,1,0,0
183,http://en.wikipedia.org/wiki/1999_Austrian_Grand_Prix,"Overcast, mild, dry",1,0,1,0,1
184,http://en.wikipedia.org/wiki/1999_German_Grand_Prix,"Partially cloudy, very hot, dry",1,0,1,0,1
185,http://en.wikipedia.org/wiki/1999_Hungarian_Grand_Prix,"Partially cloudy, hot, dry, Air: 25 °C (77 °F), Track 37 °C (99 °F)",1,0,1,0,1
186,http://en.wikipedia.org/wiki/1999_Belgian_Grand_Prix,"Partially cloudy, mild, dry",1,0,1,0,1
187,http://en.wikipedia.org/wiki/1999_Italian_Grand_Prix,Hot and dry with temperatures reaching up to 30 °C (86 °F)[1],1,0,1,0,0
188,http://en.wikipedia.org/wiki/1999_European_Grand_Prix,Wet/Dry,0,0,1,1,0
189,http://en.wikipedia.org/wiki/1999_Malaysian_Grand_Prix,"Cloudy, hot, dry",1,0,1,0,1
190,http://en.wikipedia.org/wiki/1999_Japanese_Grand_Prix,"Overcast, mild, dry",1,0,1,0,1
191,http://en.wikipedia.org/wiki/1998_Australian_Grand_Prix,"Clear with maximum temperatures reaching 24 degrees at the start, increasing to 30 degrees by the end of the race.",1,0,0,0,0
192,http://en.wikipedia.org/wiki/1998_Brazilian_Grand_Prix,"Mostly cloudy, 31 °C (88 °F)",0,0,0,0,1
193,http://en.wikipedia.org/wiki/1998_Argentine_Grand_Prix,Cloudy with variable levels of dryness; temperatures reaching up to 19 °C (66 °F)[2],0,0,1,0,1
194,http://en.wikipedia.org/wiki/1998_San_Marino_Grand_Prix,"Sunny, 25 °C",1,0,0,0,0
195,http://en.wikipedia.org/wiki/1998_Spanish_Grand_Prix,Sunny and warm,1,0,0,0,0
196,http://en.wikipedia.org/wiki/1998_Monaco_Grand_Prix,Hot and sunny with temperatures reaching up to 22 °C (72 °F)[1],1,0,0,0,0
197,http://en.wikipedia.org/wiki/1998_Canadian_Grand_Prix,Cool and overcast with air temperatures reaching up to 16 °C (61 °F); wind speeds up to 2.9 kilometres per hour (1.8 mph) reported[1],0,1,0,0,1
198,http://en.wikipedia.org/wiki/1998_French_Grand_Prix,"Sunny, warm",1,0,0,0,0
199,http://en.wikipedia.org/wiki/1998_British_Grand_Prix,"Rain, Wet Track",0,0,0,1,0
200,http://en.wikipedia.org/wiki/1998_Austrian_Grand_Prix,Sunny,1,0,0,0,0
201,http://en.wikipedia.org/wiki/1998_German_Grand_Prix,Cloudy but dry,0,0,1,0,1
202,http://en.wikipedia.org/wiki/1998_Hungarian_Grand_Prix,"Cloudy, hot, dry, 30°C",1,0,1,0,1
203,http://en.wikipedia.org/wiki/1998_Belgian_Grand_Prix,Cold and wet with rain becoming heavier,0,1,0,1,0
204,http://en.wikipedia.org/wiki/1998_Italian_Grand_Prix,Sunny,1,0,0,0,0
205,http://en.wikipedia.org/wiki/1998_Luxembourg_Grand_Prix,"Cloudy, cold, dry",0,1,1,0,1
206,http://en.wikipedia.org/wiki/1998_Japanese_Grand_Prix,Fine,1,0,0,0,0
207,http://en.wikipedia.org/wiki/1997_Australian_Grand_Prix,"Partly Cloudy, Dry",0,0,1,0,1
208,http://en.wikipedia.org/wiki/1997_Brazilian_Grand_Prix,Overcast and dry with temperatures reaching up to 23 °C (73 °F)[1],0,0,1,0,1
209,http://en.wikipedia.org/wiki/1997_Argentine_Grand_Prix,"Partially cloudy and dry, with temperatures reaching up to 21 °C (70 °F)[1]",0,0,1,0,1
